university,academic_year,programme,degree_level,fee_status,fee_gbp,source,notes,course_code,extraction_date
LSE,2021/22,Executive MSc in Social Business and Entrepreneurship,MSc,home,33280.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683643
LSE,2021/22,Executive MSc in Social Business and Entrepreneurship,MSc,overseas,33280.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683644
LSE,2021/22,Executive Master's in Cities,MSc,home,36275.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683618
LSE,2021/22,Executive Master's in Cities,MSc,overseas,36275.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683619
LSE,2021/22,Executive Master's in Law 10,MSc,home,3750.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683639
LSE,2021/22,Executive Master's in Law 10,MSc,overseas,3750.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683640
LSE,2021/22,Global MSc in Management,MSc,home,31360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683604
LSE,2021/22,Global MSc in Management,MSc,overseas,31960.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683605
LSE,2021/22,LSE-Columbia Double MSc in International and World History Partner Fee,MSc,home,24456.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683575
LSE,2021/22,LSE-Columbia Double MSc in International and World History Partner Fee,MSc,overseas,24456.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683576
LSE,2021/22,LSE-Fudan Double Masters in International Social and Public Policy 8,MSc,home,15416.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683570
LSE,2021/22,LSE-Fudan Double Masters in International Social and Public Policy 8,MSc,overseas,23720.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683570
LSE,2021/22,LSE-NUS Double MSc in Asian and Global History Partner Fee,MSc,home,24456.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683580
LSE,2021/22,LSE-NUS Double MSc in Asian and Global History Partner Fee,MSc,overseas,24456.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683581
LSE,2021/22,LSE-PKU Double MSc in International Affairs Partner Fee,MSc,home,24456.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683584
LSE,2021/22,LSE-PKU Double MSc in International Affairs Partner Fee,MSc,overseas,24456.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683585
LSE,2021/22,MA in Modern History,MA,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683264
LSE,2021/22,MA in Modern History,MA,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683264
LSE,2021/22,MSc in Accounting and Finance,MSc,home,30360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683081
LSE,2021/22,MSc in Accounting and Finance,MSc,overseas,30960.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683089
LSE,2021/22,"MSc in Accounting, Organisations and Institutions",MSc,home,30360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683094
LSE,2021/22,"MSc in Accounting, Organisations and Institutions",MSc,overseas,30960.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683096
LSE,2021/22,MSc in Anthropology and Development,MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683100
LSE,2021/22,MSc in Anthropology and Development,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683101
LSE,2021/22,MSc in Anthropology and Development Management,MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683105
LSE,2021/22,MSc in Anthropology and Development Management,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683105
LSE,2021/22,MSc in Applicable Mathematics,MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683108
LSE,2021/22,MSc in Applicable Mathematics,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683109
LSE,2021/22,MSc in Applied Social Data Science,MSc,home,30360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683113
LSE,2021/22,MSc in Applied Social Data Science,MSc,overseas,30960.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683113
LSE,2021/22,MSc in Behavioural Science,MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683117
LSE,2021/22,MSc in Behavioural Science,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683118
LSE,2021/22,MSc in China in Comparative Perspective,MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683122
LSE,2021/22,MSc in China in Comparative Perspective,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683123
LSE,2021/22,MSc in City Design and Social Science,MSc,home,30360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683126
LSE,2021/22,MSc in City Design and Social Science,MSc,overseas,30960.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683127
LSE,2021/22,MSc in Comparative Politics (All streams),MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683130
LSE,2021/22,MSc in Comparative Politics (All streams),MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683131
LSE,2021/22,MSc in Conflict Studies,MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683134
LSE,2021/22,MSc in Conflict Studies,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683135
LSE,2021/22,MSc in Criminal Justice Policy,MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683138
LSE,2021/22,MSc in Criminal Justice Policy,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683139
LSE,2021/22,MSc in Culture and Conflict in a Global Europe,MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683142
LSE,2021/22,MSc in Culture and Conflict in a Global Europe,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683143
LSE,2021/22,MSc in Culture and Society,MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683146
LSE,2021/22,MSc in Culture and Society,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683147
LSE,2021/22,MSc in Data Science,MSc,home,30360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683150
LSE,2021/22,MSc in Data Science,MSc,overseas,30960.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683151
LSE,2021/22,MSc in Development Management,MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683154
LSE,2021/22,MSc in Development Management,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683155
LSE,2021/22,MSc in Development Studies (All streams),MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683158
LSE,2021/22,MSc in Development Studies (All streams),MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683159
LSE,2021/22,MSc in Econometrics and Mathematical Economics,MSc,home,30360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683163
LSE,2021/22,MSc in Econometrics and Mathematical Economics,MSc,overseas,30960.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683163
LSE,2021/22,MSc in Economic History (Both streams),MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683167
LSE,2021/22,MSc in Economic History (Both streams),MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683168
LSE,2021/22,MSc in Economics,MSc,home,30360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683170
LSE,2021/22,MSc in Economics,MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683608
LSE,2021/22,MSc in Economics,MSc,overseas,30960.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683171
LSE,2021/22,MSc in Economics,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683609
LSE,2021/22,MSc in Economics and Management,MSc,home,30360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683174
LSE,2021/22,MSc in Economics and Management,MSc,overseas,30960.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683175
LSE,2021/22,MSc in Economics and Philosophy,MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683178
LSE,2021/22,MSc in Economics and Philosophy,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683179
LSE,2021/22,"MSc in Economy, Risk and Society",MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683182
LSE,2021/22,"MSc in Economy, Risk and Society",MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683183
LSE,2021/22,"MSc in Empires, Colonialism and Globalisation",MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683186
LSE,2021/22,"MSc in Empires, Colonialism and Globalisation",MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683187
LSE,2021/22,MSc in Environment & Development or Partner Fee,MSc,home,18024.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683589
LSE,2021/22,MSc in Environment & Development or Partner Fee,MSc,overseas,26232.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683590
LSE,2021/22,MSc in Environment and Development,MSc,home,17328.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683190
LSE,2021/22,MSc in Environment and Development,MSc,overseas,25224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683191
LSE,2021/22,MSc in Environmental Economics & Climate Change or,MSc,home,20136.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683593
LSE,2021/22,MSc in Environmental Economics & Climate Change or,MSc,overseas,27984.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683594
LSE,2021/22,MSc in Environmental Economics and Climate Change,MSc,home,19368.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683195
LSE,2021/22,MSc in Environmental Economics and Climate Change,MSc,overseas,26904.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683195
LSE,2021/22,MSc in Environmental Policy & Regulation,MSc,home,15816.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683597
LSE,2021/22,MSc in Environmental Policy & Regulation,MSc,overseas,24456.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683598
LSE,2021/22,MSc in Environmental Policy and Regulation,MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683199
LSE,2021/22,MSc in Environmental Policy and Regulation,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683199
LSE,2021/22,MSc in European Studies (Research),MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683207
LSE,2021/22,MSc in European Studies (Research),MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683207
LSE,2021/22,MSc in European and International Public Policy,MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683203
LSE,2021/22,MSc in European and International Public Policy,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683204
LSE,2021/22,MSc in Finance (Full Time),MSc,home,38448.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683211
LSE,2021/22,MSc in Finance (Full Time),MSc,overseas,38448.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683211
LSE,2021/22,MSc in Finance (Part Time),MSc,home,19224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683622
LSE,2021/22,MSc in Finance (Part Time),MSc,overseas,19224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683623
LSE,2021/22,MSc in Finance and Economics,MSc,home,30360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683214
LSE,2021/22,MSc in Finance and Economics,MSc,overseas,30960.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683215
LSE,2021/22,MSc in Finance and Private Equity,MSc,home,38448.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683218
LSE,2021/22,MSc in Finance and Private Equity,MSc,overseas,38448.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683219
LSE,2021/22,MSc in Financial Mathematics,MSc,home,30360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683222
LSE,2021/22,MSc in Financial Mathematics,MSc,overseas,30960.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683223
LSE,2021/22,MSc in Gender (All streams),MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683226
LSE,2021/22,MSc in Gender (All streams),MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683227
LSE,2021/22,"MSc in Gender, Development and Globalisation",MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683231
LSE,2021/22,"MSc in Gender, Development and Globalisation",MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683231
LSE,2021/22,"MSc in Gender, Media and Culture",MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683234
LSE,2021/22,"MSc in Gender, Media and Culture",MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683235
LSE,2021/22,"MSc in Gender, Peace and Security",MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683238
LSE,2021/22,"MSc in Gender, Peace and Security",MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683239
LSE,2021/22,"MSc in Gender, Policy and Inequalities",MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683243
LSE,2021/22,"MSc in Gender, Policy and Inequalities",MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683243
LSE,2021/22,MSc in Geographic Data Science,MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683246
LSE,2021/22,MSc in Geographic Data Science,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683248
LSE,2021/22,MSc in Global Health Policy,MSc,home,19328.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683251
LSE,2021/22,MSc in Global Health Policy,MSc,overseas,27224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683251
LSE,2021/22,"MSc in Global Media and Communications (with USC, Fudan or UCT)",MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683563
LSE,2021/22,"MSc in Global Media and Communications (with USC, Fudan or UCT)",MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683564
LSE,2021/22,MSc in Global Politics,MSc,home,25224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683255
LSE,2021/22,MSc in Global Politics,MSc,overseas,25224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683256
LSE,2021/22,MSc in Health Data Science,MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683271
LSE,2021/22,MSc in Health Data Science,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683272
LSE,2021/22,MSc in Health and International Development,MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683268
LSE,2021/22,MSc in Health and International Development,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683268
LSE,2021/22,MSc in History of International Relations,MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683276
LSE,2021/22,MSc in History of International Relations,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683277
LSE,2021/22,MSc in Human Geography and Urban Studies (Research),MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683280
LSE,2021/22,MSc in Human Geography and Urban Studies (Research),MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683281
LSE,2021/22,MSc in Human Resources and Organisations,MSc,home,25224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683285
LSE,2021/22,MSc in Human Resources and Organisations,MSc,overseas,25224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683285
LSE,2021/22,MSc in Human Resources and Organisations (HRM/CIPD Specialism),MSc,home,26232.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683289
LSE,2021/22,MSc in Human Resources and Organisations (HRM/CIPD Specialism),MSc,overseas,26232.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683290
LSE,2021/22,MSc in Human Rights,MSc,home,17328.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683293
LSE,2021/22,MSc in Human Rights,MSc,overseas,25224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683294
LSE,2021/22,MSc in Human Rights and Politics,MSc,home,17328.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683297
LSE,2021/22,MSc in Human Rights and Politics,MSc,overseas,25224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683297
LSE,2021/22,MSc in Inequalities and Social Science,MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683301
LSE,2021/22,MSc in Inequalities and Social Science,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683302
LSE,2021/22,MSc in International Development and Humanitarian Emergencies,MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683310
LSE,2021/22,MSc in International Development and Humanitarian Emergencies,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683310
LSE,2021/22,MSc in International Health Policy,MSc,home,18336.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683313
LSE,2021/22,MSc in International Health Policy,MSc,overseas,26232.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683314
LSE,2021/22,MSc in International Migration and Public Policy,MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683318
LSE,2021/22,MSc in International Migration and Public Policy,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683319
LSE,2021/22,MSc in International Political Economy (Both streams),MSc,home,25224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683322
LSE,2021/22,MSc in International Political Economy (Both streams),MSc,overseas,25224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683323
LSE,2021/22,MSc in International Relations (Both streams),MSc,home,25224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683326
LSE,2021/22,MSc in International Relations (Both streams),MSc,overseas,25224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683327
LSE,2021/22,MSc in International Social and Public Policy (All streams) 5,MSc,home,15416.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683331
LSE,2021/22,MSc in International Social and Public Policy (All streams) 5,MSc,overseas,23720.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683332
LSE,2021/22,MSc in International and Asian History,MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683305
LSE,2021/22,MSc in International and Asian History,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683306
LSE,2021/22,MSc in Local Economic Development,MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683335
LSE,2021/22,MSc in Local Economic Development,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683336
LSE,2021/22,MSc in Management (12-Month Programme) 6,MSc,home,33360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683357
LSE,2021/22,MSc in Management (12-Month Programme) 6,MSc,overseas,33360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683359
LSE,2021/22,MSc in Management and Strategy,MSc,home,30360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683362
LSE,2021/22,MSc in Management and Strategy,MSc,overseas,30960.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683363
LSE,2021/22,MSc in Management of Information Systems and Digital Innovation,MSc,home,30360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683367
LSE,2021/22,MSc in Management of Information Systems and Digital Innovation,MSc,overseas,30960.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683368
LSE,2021/22,MSc in Marketing,MSc,home,30360.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683371
LSE,2021/22,MSc in Marketing,MSc,overseas,30960.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683371
LSE,2021/22,MSc in Media and Communications (All streams),MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683375
LSE,2021/22,MSc in Media and Communications (All streams),MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683376
LSE,2021/22,"MSc in Media, Communication and Development",MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683379
LSE,2021/22,"MSc in Media, Communication and Development",MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683380
LSE,2021/22,MSc in Operations Research and Analytics,MSc,home,25224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683384
LSE,2021/22,MSc in Operations Research and Analytics,MSc,overseas,25224.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683384
LSE,2021/22,MSc in Organisational and Social Psychology,MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683388
LSE,2021/22,MSc in Organisational and Social Psychology,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683388
LSE,2021/22,MSc in Philosophy and Public Policy,MSc,home,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683397
LSE,2021/22,MSc in Philosophy and Public Policy,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683397
LSE,2021/22,MSc in Philosophy of Science,MSc,home,15216.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683400
LSE,2021/22,MSc in Philosophy of Science,MSc,overseas,23520.0,LSE official - ToF-3Aug21FinalComb.pdf,Full-time programme,,2025-09-16T18:55:33.683401
